experiment,model,building_id,n_observations,MAE,RMSE,R2,NMAE
seen,xgboost,Lamb_assembly_Rosa,3504,61.06219128825668,130.89406995262672,0.6219085874200099,0.46682310390745674
seen,xgboost,Lamb_education_Ellen,3259,0.09632662914406946,0.17550322986219408,0.5160437944970041,4.839220867967426
seen,xgboost,Lamb_education_Harold,3187,0.09538236246183164,0.1712597946589736,,317.9412082061055
seen,xgboost,Lamb_education_Rodrigo,3496,2.785500864692667,5.567345731722343,0.9582625679818174,0.06605723049470433
seen,xgboost,Lamb_education_Stefan,3484,0.5232154494483131,1.6479225309253027,0.9587483296007893,0.16999304633108842
seen,xgboost,Lamb_industrial_Willard,3248,0.09557852598134832,0.17390559767271363,-0.2295858316898065,11.573225831717952
seen,xgboost,Lamb_office_Caitlin,3504,3.2636026800107802,9.044033731424562,0.9461187352754443,0.11444339309503414
seen,xgboost,Lamb_public_Angeline,2927,1.7029501999770906,5.936826777541442,0.9510722277103326,0.12886924617802084
seen,xgboost,Mouse_health_Justin,3134,30.400147841030332,42.60602784401105,0.9518793955061168,0.0344930207937222
seen,xgboost,Panther_education_Mohammad,2806,6.379819531180395,8.909710922078379,0.9404110836063668,0.043260107274384146
seen,xgboost,Panther_lodging_Edmond,2811,3.5656437500341975,4.68336070503484,0.9123629591238306,0.0836865716631515
seen,xgboost,Panther_office_Jeane,2811,2.352706690482863,3.9627564298298306,0.7431947792879008,0.1160383803600995
seen,xgboost,Peacock_public_Kelvin,3487,11.113104906015312,15.73089577760833,0.9465729898706934,0.04109393759474529
seen,xgboost,Rat_assembly_Teddy,3454,7.925374993930059,12.97050737479228,0.6955675645344654,0.10507656935956618
seen,xgboost,Rat_education_Adrian,3449,4.050984857459109,7.075398912036073,0.9593605481344568,0.05167957415066939
seen,xgboost,Rat_education_Kelsey,3473,4.9809062590682815,7.869861846436496,0.9707718618432477,0.031165211244901337
seen,xgboost,Rat_education_Marvin,3436,3.2540859845131465,5.817982447676249,0.9645620867118178,0.05709846666460272
seen,xgboost,Wolf_public_Norma,3499,8.238428080063542,14.516782677872499,0.953670322811487,0.06158255505068328
